train/delta_std,train/iterations,rollout/return_std,rollout/ep_rew_mean,rollout/ep_len_mean,train/step_size,train/learning_rate,time/total_timesteps,time/time_elapsed,time/fps,eval/mean_ep_length,eval/mean_reward
0.05,941,81.35985565185547,-99.641786,82.3125,3.072768231504597e-05,0.02,1171979,1578,742,,
0.05,942,101.24000549316406,-89.064790875,114.875,2.4693794330232777e-05,0.02,1173817,1581,742,,
0.05,943,140.52127075195312,-32.936182375,123.9375,1.7790900528780185e-05,0.02,1175800,1584,742,,
0.05,944,102.5192642211914,-27.067169125,134.75,2.4385661163250916e-05,0.02,1177956,1587,741,,
0.05,945,137.220947265625,-61.525246374999995,293.5,1.8218792320112698e-05,0.02,1182652,1608,735,,
0.05,946,84.97579193115234,-62.726080374999995,136.0625,2.9420141800073907e-05,0.02,1184829,1611,735,,
0.05,947,77.35808563232422,-41.120948375,143.4375,3.2317242585122585e-05,0.02,1187124,1616,734,,
0.05,948,84.77238464355469,-51.45231725,284.4375,2.949073677882552e-05,0.02,1191675,1641,725,,
0.05,949,125.85591888427734,-77.7818155625,131.6875,1.986398274311796e-05,0.02,1193782,1644,725,,
0.05,950,114.20364379882812,-86.77953925,118.625,2.189072074543219e-05,0.02,1195680,1648,725,,
0.05,951,83.69682312011719,-74.0234494375,97.5625,2.986971230711788e-05,0.02,1197241,1650,725,,
,,,,,,,1200000,,,87.6,-36.950041588488965
0.05,952,104.5298080444336,-27.135092812499998,188.375,2.3916622012620792e-05,0.02,1200255,1668,719,,
0.05,953,157.69766235351562,-37.4916370625,162.0,1.5853120203246363e-05,0.02,1202847,1672,719,,
0.05,954,103.5011978149414,-36.9142815625,95.6875,2.415430935798213e-05,0.02,1204378,1674,719,,
0.05,955,152.44235229492188,-121.37739675000002,131.625,1.6399641026509926e-05,0.02,1206484,1677,719,,
0.05,956,107.09455871582031,-103.7315505,104.75,2.334385681024287e-05,0.02,1208160,1679,719,,
0.05,957,151.31158447265625,-39.50469,287.0625,1.652219725656323e-05,0.02,1212753,1694,715,,
0.05,958,153.66128540039062,-128.772813,87.6875,1.626954872335773e-05,0.02,1214156,1696,715,,
0.05,959,57.83338165283203,-81.77062649999999,76.25,4.3227628339082e-05,0.02,1215376,1697,716,,
0.05,960,68.80992889404297,-68.0235813125,79.75,3.633196683949791e-05,0.02,1216652,1699,716,,
0.05,961,102.59477233886719,-75.54957881249999,120.4375,2.436771319480613e-05,0.02,1218579,1701,716,,
0.05,962,87.54112243652344,-94.7442121875,88.75,2.8558008125401102e-05,0.02,1219999,1703,715,,
0.05,963,136.58226013183594,-35.0979396875,102.1875,1.8303988326806575e-05,0.02,1221634,1705,716,,
0.05,964,78.7452163696289,-95.503688375,89.1875,3.174796074745245e-05,0.02,1223061,1707,716,,
0.05,965,71.57276153564453,-92.7034225,81.75,3.4929485991597176e-05,0.02,1224369,1708,716,,
0.05,966,94.68075561523438,-94.4694049375,102.5,2.6404519303468987e-05,0.02,1226009,1710,716,,
0.05,967,139.4502410888672,-88.60951287500001,87.75,1.7927541193785146e-05,0.02,1227413,1712,716,,
0.05,968,66.29721069335938,-79.96226949999999,75.25,3.7708974559791386e-05,0.02,1228617,1713,717,,
0.05,969,57.40487289428711,-72.084236125,81.3125,4.3550309783313423e-05,0.02,1229918,1714,717,,
0.05,970,90.43124389648438,-108.23591281249999,96.875,2.7645312002277933e-05,0.02,1231468,1716,717,,
0.05,971,72.48090362548828,-76.02871999999999,75.5625,3.449184441706166e-05,0.02,1232677,1717,717,,
0.05,972,80.06948852539062,-98.66024931249999,69.6875,3.1222880352288485e-05,0.02,1233792,1718,717,,
0.05,973,64.70854187011719,-63.78977818749999,81.0,3.86347746825777e-05,0.02,1235088,1719,718,,
0.05,974,76.09072875976562,-90.18656393750001,126.0,3.285551429144107e-05,0.02,1237104,1722,718,,
0.05,975,53.4995002746582,-70.5556855,79.9375,4.6729408495593816e-05,0.02,1238383,1723,718,,
0.05,976,110.47447967529297,-71.1528068125,96.1875,2.2629659724771045e-05,0.02,1239922,1725,718,,
0.05,977,76.36651611328125,-83.117768,87.5625,3.273686161264777e-05,0.02,1241323,1726,718,,
0.05,978,96.32758331298828,-44.27745475,125.5625,2.595310434116982e-05,0.02,1243332,1729,718,,
0.05,979,152.23013305664062,-69.90247725,130.5625,1.6422503904323094e-05,0.02,1245421,1731,719,,
0.05,980,103.47606658935547,-61.315989187499994,88.5625,2.4160175598808564e-05,0.02,1246838,1733,719,,
0.05,981,126.50159454345703,-77.003440625,103.8125,1.9762597730732523e-05,0.02,1248499,1735,719,,
0.05,982,100.82530975341797,-75.7464386875,101.6875,2.4795361241558567e-05,0.02,1250126,1736,719,,
0.05,983,132.7771759033203,-73.5854859375,112.9375,1.8828535758075304e-05,0.02,1251933,1739,719,,
0.05,984,94.04794311523438,-25.969415437499997,102.25,2.6582185455481522e-05,0.02,1253569,1740,720,,
0.05,985,159.66265869140625,-98.11449662499999,103.8125,1.565801358083263e-05,0.02,1255230,1742,720,,
0.05,986,156.715576171875,-80.5346330625,118.625,1.5952466128510423e-05,0.02,1257128,1744,720,,
0.05,987,103.32878875732422,-83.16786056250001,95.8125,2.4194612706196494e-05,0.02,1258661,1746,720,,
0.05,988,77.21868896484375,-71.835053375,90.125,3.237558121327311e-05,0.02,1260103,1751,719,,
0.05,989,69.55467224121094,-76.2314791875,87.4375,3.594294685171917e-05,0.02,1261502,1755,718,,
0.05,990,104.3881607055664,-92.91882275,112.6875,2.3949076421558857e-05,0.02,1263305,1759,718,,
0.05,991,144.8007049560547,-21.635116500000002,126.5625,1.726510890875943e-05,0.02,1265330,1762,717,,
0.05,992,118.02845001220703,-108.9805401875,94.75,2.1181334886932746e-05,0.02,1266846,1763,718,,
0.05,993,118.31171417236328,-37.287793375,94.75,2.1130621462361887e-05,0.02,1268362,1765,718,,
0.05,994,93.35189819335938,-43.5088794375,100.75,2.678038799786009e-05,0.02,1269974,1767,718,,
0.05,995,104.27667999267578,-29.902043999999997,92.0,2.397468051640317e-05,0.02,1271446,1768,718,,
0.05,996,107.95389556884766,-88.7174178125,98.5625,2.3158034309744835e-05,0.02,1273023,1770,719,,
0.05,997,135.9420166015625,-54.670917875,112.3125,1.839019387261942e-05,0.02,1274820,1772,719,,
0.05,998,126.56497955322266,-26.573973374999998,107.6875,1.9752698790398426e-05,0.02,1276543,1774,719,,
0.05,999,73.53925323486328,-116.10795325000001,89.5,3.399544948479161e-05,0.02,1277975,1775,719,,
0.05,1000,98.73078918457031,-53.1958133125,94.6875,2.5321382054244168e-05,0.02,1279490,1777,719,,
0.05,1001,85.11724090576172,-93.5905125,91.9375,2.9371252821874805e-05,0.02,1280961,1778,720,,
0.05,1002,60.16204833984375,-63.866557,80.5,4.1554434574209154e-05,0.02,1282249,1779,720,,
0.05,1003,94.85002136230469,-89.90301249999999,94.375,2.6357398382970132e-05,0.02,1283759,1781,720,,
0.05,1004,89.97074127197266,-81.8690604375,106.0,2.7786811187979765e-05,0.02,1285455,1783,720,,
0.05,1005,102.66416931152344,-88.71656687499998,93.3125,2.435124224575702e-05,0.02,1286948,1785,720,,
0.05,1006,66.27335357666016,-40.7087565625,79.75,3.772255149669945e-05,0.02,1288224,1786,721,,
0.05,1007,86.59928894042969,-65.1058764375,95.375,2.886859692807775e-05,0.02,1289750,1788,721,,
0.05,1008,114.31427764892578,-44.8815496875,85.9375,2.186953315685969e-05,0.02,1291125,1789,721,,
0.05,1009,78.47949981689453,-80.6575669375,90.3125,3.185545210726559e-05,0.02,1292570,1791,721,,
0.05,1010,102.59580993652344,-62.39496481249999,92.75,2.4367465812247247e-05,0.02,1294054,1792,721,,
0.05,1011,128.4004669189453,-71.3220220625,108.25,1.9470333427307196e-05,0.02,1295786,1794,722,,
0.05,1012,49.02967071533203,-30.653656437499997,80.0625,5.098953261040151e-05,0.02,1297067,1796,722,,
0.05,1013,122.1834945678711,-72.51251281249999,103.4375,2.046102781605441e-05,0.02,1298722,1798,722,,
,,,,,,,1300000,,,85.8,-125.57134245857597
0.05,1014,100.83443450927734,-72.6385065625,84.1875,2.479311660863459e-05,0.02,1300069,1799,722,,
0.05,1015,56.851470947265625,-58.262176999999994,79.625,4.39742325397674e-05,0.02,1301343,1801,722,,
0.05,1016,48.90836715698242,-49.2458708125,84.5625,5.111599602969363e-05,0.02,1302696,1802,722,,
0.05,1017,82.89202117919922,-91.19474812499999,79.75,3.0159717425704002e-05,0.02,1303972,1803,722,,
0.05,1018,107.7303237915039,-54.422368937499996,88.3125,2.3206092009786516e-05,0.02,1305385,1805,723,,
0.05,1019,109.9485855102539,-96.92454525,86.8125,2.2737900508218445e-05,0.02,1306774,1806,723,,
0.05,1020,123.45097351074219,-94.546143,82.25,2.0250954548828304e-05,0.02,1308090,1808,723,,
0.05,1021,87.26187896728516,-105.325171375,85.0625,2.8649394153035246e-05,0.02,1309451,1809,723,,
0.05,1022,98.21392059326172,-63.909005625,93.75,2.5454639398958534e-05,0.02,1310951,1811,723,,
0.05,1023,102.32857513427734,-62.754283750000006,94.6875,2.4431103156530298e-05,0.02,1312466,1813,723,,
0.05,1024,94.14103698730469,-40.757607,91.9375,2.655589923961088e-05,0.02,1313937,1814,724,,
0.05,1025,115.75740814208984,-52.9072736875,91.5,2.159689029213041e-05,0.02,1315401,1816,724,,
0.05,1026,73.98675537109375,-95.26220375,115.9375,3.378983092261478e-05,0.02,1317256,1818,724,,
0.05,1027,68.8552017211914,-93.983964875,451.9375,3.630807623267174e-05,0.02,1324487,1850,715,,
0.05,1028,59.94526672363281,-81.40729175,92.8125,4.170470856479369e-05,0.02,1325972,1852,715,,
0.05,1029,95.69756317138672,-65.6715736875,97.125,2.612396565382369e-05,0.02,1327526,1853,716,,
0.05,1030,125.24158477783203,-70.006045875,95.625,1.99614205484977e-05,0.02,1329056,1855,716,,
0.05,1031,132.5228271484375,3.5473816875000015,113.5625,1.886467362055555e-05,0.02,1330873,1857,716,,
0.05,1032,147.843994140625,-19.9376829375,140.5625,1.6909716578084044e-05,0.02,1333122,1860,716,,
0.05,1033,149.53253173828125,-57.6702024375,146.75,1.671876998443622e-05,0.02,1335470,1864,716,,
0.05,1034,76.71244812011719,-105.5345138125,100.0,3.25892360706348e-05,0.02,1337070,1866,716,,
0.05,1035,110.27216339111328,-86.57700687500001,100.125,2.267117815790698e-05,0.02,1338672,1867,716,,
0.05,1036,83.21574401855469,-36.048530875,113.9375,3.004239079018589e-05,0.02,1340495,1869,716,,
0.05,1037,99.35400390625,-70.47286325,134.8125,2.5162549718515947e-05,0.02,1342652,1872,716,,
0.05,1038,152.67747497558594,-36.097238625,95.9375,1.6374386177631095e-05,0.02,1344187,1874,717,,
0.05,1039,121.17362213134766,-57.2215213125,102.1875,2.0631554434658028e-05,0.02,1345822,1876,717,,
0.05,1040,123.25335693359375,-64.84732762499999,97.5,2.0283423509681597e-05,0.02,1347382,1877,717,,
0.05,1041,62.002037048339844,-57.5740764375,82.5625,4.032125434605405e-05,0.02,1348703,1879,717,,
0.05,1042,56.09100341796875,-59.5181881875,81.9375,4.457042450667359e-05,0.02,1350014,1880,717,,
0.05,1043,66.80619049072266,-90.98062025,91.0625,3.7421679735416546e-05,0.02,1351471,1882,718,,
0.05,1044,65.52738189697266,-81.879197625,86.625,3.815198942902498e-05,0.02,1352857,1883,718,,
0.05,1045,62.483299255371094,-35.129766812499994,96.625,4.001069100922905e-05,0.02,1354403,1885,718,,
0.05,1046,130.16664123535156,-79.126153875,116.6875,1.9206148863304406e-05,0.02,1356270,1887,718,,
0.05,1047,86.63512420654297,-76.95217256250001,81.5,2.885665526264347e-05,0.02,1357574,1888,718,,
0.05,1048,79.25900268554688,-83.60093549999999,90.3125,3.154215664835647e-05,0.02,1359019,1890,719,,
0.05,1049,96.51741027832031,-19.515290375,90.375,2.590206167951692e-05,0.02,1360465,1891,719,,
0.05,1050,69.4924087524414,-89.198275125,94.25,3.597515024011955e-05,0.02,1361973,1893,719,,
0.05,1051,113.43843078613281,-58.7701603125,99.5625,2.2038386305212043e-05,0.02,1363566,1895,719,,
0.05,1052,117.463134765625,-71.95279537500001,99.375,2.128327287209686e-05,0.02,1365156,1896,719,,
0.05,1053,73.44892883300781,-75.2035725625,84.4375,3.40372534992639e-05,0.02,1366507,1898,719,,
0.05,1054,83.99920654296875,-77.859585625,96.3125,2.9762186386506073e-05,0.02,1368048,1899,720,,
0.05,1055,128.07861328125,-52.991470375,102.0,1.9519260604283772e-05,0.02,1369680,1901,720,,
0.05,1056,79.37957763671875,-64.9767698125,86.9375,3.149424446746707e-05,0.02,1371071,1902,720,,
0.05,1057,110.22819519042969,-77.9196199375,131.75,2.2680220354232006e-05,0.02,1373179,1905,720,,
0.05,1058,112.68224334716797,-50.239397,111.4375,2.2186281057656743e-05,0.02,1374962,1907,720,,
0.05,1059,114.03378295898438,-109.37122231250001,266.3125,2.1923327949480154e-05,0.02,1379223,1919,718,,
0.05,1060,88.90005493164062,-100.7276615625,83.625,2.8121465220465325e-05,0.02,1380561,1921,718,,
0.05,1061,91.38727569580078,-37.639738375,96.3125,2.7356105420039967e-05,0.02,1382102,1922,718,,
0.05,1062,56.5781135559082,-69.498578,80.1875,4.418669777805917e-05,0.02,1383385,1924,718,,
0.05,1063,93.18653869628906,-44.062030750000005,100.625,2.682790727703832e-05,0.02,1384995,1925,719,,
0.05,1064,115.50933837890625,-9.165029000000002,280.1875,2.1643270883942023e-05,0.02,1389478,1938,716,,
0.05,1065,74.1438980102539,-83.739572375,78.0,3.371821730979718e-05,0.02,1390726,1940,716,,
0.05,1066,103.60966491699219,-71.0392909375,111.625,2.4129023586283438e-05,0.02,1392512,1942,716,,
0.05,1067,84.24108123779297,-62.04647887499999,89.125,2.967673026432749e-05,0.02,1393938,1943,717,,
0.05,1068,89.95569610595703,-47.58301631250001,80.75,2.7791458705905825e-05,0.02,1395230,1945,717,,
0.05,1069,90.19538879394531,-94.3476885625,83.125,2.7717602279153652e-05,0.02,1396560,1946,717,,
0.05,1070,100.68800354003906,-84.9790214375,85.875,2.4829172616591677e-05,0.02,1397934,1948,717,,
0.05,1071,87.68378448486328,-30.042525750000003,90.25,2.8511543860076927e-05,0.02,1399378,1949,717,,
,,,,,,,1400000,,,91.0,-50.62249673828482
0.05,1072,101.20671081542969,-49.683491437499995,112.0,2.4701919755898416e-05,0.02,1401170,1951,717,,
0.05,1073,130.74795532226562,-69.02521143749999,126.3125,1.912075822474435e-05,0.02,1403191,1954,717,,
0.05,1074,96.51461029052734,-85.2446346875,89.5625,2.5902812922140583e-05,0.02,1404624,1956,717,,
0.05,1075,71.66180419921875,-76.1731193125,82.8125,3.488608854240738e-05,0.02,1405949,1958,717,,
0.05,1076,99.15869903564453,-24.727044937500004,278.9375,2.5212109903804958e-05,0.02,1410412,1969,716,,
0.05,1077,81.19863891601562,-54.2378286875,78.9375,3.0788691219640896e-05,0.02,1411675,1971,716,,
0.05,1078,117.36936950683594,-10.308027312500004,138.125,2.1300274966051802e-05,0.02,1413885,1974,716,,
0.05,1079,58.40138244628906,-64.9586881875,82.6875,4.280720168026164e-05,0.02,1415208,1975,716,,
0.05,1080,117.97738647460938,-83.3631070625,103.6875,2.1190500774537213e-05,0.02,1416867,1977,716,,
0.05,1081,60.84318161010742,-24.730696062499995,80.5625,4.108923894818872e-05,0.02,1418156,1978,716,,
0.05,1082,76.14661407470703,-59.8298568125,86.875,3.283139812992886e-05,0.02,1419546,1979,717,,
0.05,1083,51.49867630004883,-54.572806625,90.125,4.854493818129413e-05,0.02,1420988,1981,717,,
0.05,1084,74.05165100097656,-77.6912655625,85.5625,3.3760217775125057e-05,0.02,1422357,1982,717,,
0.05,1085,98.5145034790039,-106.2584305625,84.0625,2.5376972189405933e-05,0.02,1423702,1984,717,,
0.05,1086,89.1257095336914,-48.1705053125,111.0,2.8050266337231733e-05,0.02,1425478,1986,717,,
0.05,1087,70.32202911376953,-92.6393025,82.625,3.555073635652661e-05,0.02,1426800,1987,717,,
0.05,1088,123.00029754638672,-63.1191131875,110.8125,2.0325152945588343e-05,0.02,1428573,1989,718,,
0.05,1089,144.0681915283203,-69.38318562500001,95.375,1.7352893337374553e-05,0.02,1430099,1991,718,,
0.05,1090,118.73662567138672,-67.27949193750001,100.1875,2.105500243487768e-05,0.02,1431702,1992,718,,
0.05,1091,115.86273193359375,-46.699433312500005,272.125,2.157725793949794e-05,0.02,1436056,2011,713,,
0.05,1092,141.3225555419922,-39.756606812499996,142.3125,1.769002847140655e-05,0.02,1438333,2015,713,,
0.05,1093,111.56756591796875,-45.662233125,173.8125,2.2407946744351648e-05,0.02,1441114,2020,713,,
0.05,1094,136.60939025878906,-31.0877299375,127.875,1.8300352166988887e-05,0.02,1443160,2022,713,,
0.05,1095,100.02445983886719,-59.987770375,110.1875,2.4993887564050965e-05,0.02,1444923,2024,713,,
0.05,1096,72.57381439208984,-67.4364444375,107.125,3.444768663030118e-05,0.02,1446637,2026,713,,
0.05,1097,70.02850341796875,-27.354039374999996,98.6875,3.569974796846509e-05,0.02,1448216,2028,714,,
0.05,1098,72.44209289550781,-51.455246625,108.6875,3.4510321711422876e-05,0.02,1449955,2030,714,,
0.05,1099,62.4163818359375,-74.5181823125,86.4375,4.005358641734347e-05,0.02,1451338,2031,714,,
0.05,1100,113.69629669189453,-46.176714187500004,108.4375,2.1988402295392007e-05,0.02,1453073,2033,714,,
0.05,1101,36.458335876464844,-48.6414846875,77.5625,6.857141852378845e-05,0.02,1454314,2034,714,,
0.05,1102,59.639404296875,-52.449185625,75.3125,4.1918596252799034e-05,0.02,1455519,2036,714,,
0.05,1103,113.15983581542969,-48.2672660625,89.0625,2.209264312114101e-05,0.02,1456944,2037,715,,
0.05,1104,105.87840270996094,-57.75493625,87.1875,2.3611990400240757e-05,0.02,1458339,2038,715,,
0.05,1105,100.23709869384766,-32.051953375,94.0625,2.4940864022937603e-05,0.02,1459844,2040,715,,
0.05,1106,88.00794982910156,-20.010009375000003,89.3125,2.8406522687873803e-05,0.02,1461273,2042,715,,
0.05,1107,86.03085327148438,-93.0613275,86.5625,2.9059339794912376e-05,0.02,1462658,2043,715,,
0.05,1108,89.85629272460938,-62.1950741875,77.75,2.7822201445815153e-05,0.02,1463902,2044,715,,
0.05,1109,83.61723327636719,-96.842196875,82.9375,2.98981431114953e-05,0.02,1465229,2046,716,,
0.05,1110,70.6878890991211,-88.5258964375,83.0625,3.5366738302400336e-05,0.02,1466558,2047,716,,
0.05,1111,62.471763610839844,-84.7195291875,92.9375,4.001807974418625e-05,0.02,1468045,2048,716,,
0.05,1112,128.39039611816406,-16.206523875000002,102.625,1.9471861378406174e-05,0.02,1469687,2050,716,,
0.05,1113,49.49259948730469,-53.5591318125,90.1875,5.05126008647494e-05,0.02,1471130,2052,716,,
0.05,1114,112.6294937133789,-22.5598744375,101.5,2.2196671125129797e-05,0.02,1472754,2053,717,,
0.05,1115,73.54661560058594,-59.80328425,88.5,3.3992047974606976e-05,0.02,1474170,2055,717,,
0.05,1116,88.84756469726562,-67.52911643750001,87.375,2.8138081688666716e-05,0.02,1475568,2057,717,,
0.05,1117,60.06911849975586,-69.64855056249999,86.5625,4.161872493568808e-05,0.02,1476953,2058,717,,
0.05,1118,71.64588165283203,-70.9695278125,80.8125,3.489384107524529e-05,0.02,1478246,2059,717,,
0.05,1119,90.25054168701172,-23.606111499999997,92.1875,2.7700663849827833e-05,0.02,1479721,2061,717,,
0.05,1120,128.25411987304688,-46.3110905,95.9375,1.9492550563882105e-05,0.02,1481256,2062,718,,
0.05,1121,88.90472412109375,-32.498138937499995,87.1875,2.811999002005905e-05,0.02,1482651,2064,718,,
0.05,1122,70.20806884765625,-103.279755625,92.25,3.56084419763647e-05,0.02,1484127,2065,718,,
0.05,1123,139.5816192626953,-33.786564250000005,98.1875,1.791066642908845e-05,0.02,1485698,2067,718,,
0.05,1124,133.49359130859375,-1.9865731874999994,114.9375,1.8727490896708332e-05,0.02,1487537,2070,718,,
0.05,1125,121.8095932006836,-42.73042631250001,102.0,2.0523833882180043e-05,0.02,1489169,2072,718,,
0.05,1126,100.27165985107422,-48.0832514375,97.375,2.493226929800585e-05,0.02,1490727,2073,718,,
0.05,1127,110.87335968017578,-85.99067012500001,116.75,2.2548247216036543e-05,0.02,1492595,2075,719,,
0.05,1128,125.4718017578125,-60.8232191875,112.375,1.9924797015846707e-05,0.02,1494393,2077,719,,
0.05,1129,96.53573608398438,-50.66746218750001,110.875,2.5897144951159135e-05,0.02,1496167,2079,719,,
0.05,1130,103.41698455810547,-78.0437834375,100.4375,2.417397809040267e-05,0.02,1497774,2081,719,,
0.05,1131,120.84716796875,-46.46307937500001,108.9375,2.068728645099327e-05,0.02,1499517,2083,719,,
,,,,,,,1500000,,,108.4,-15.049848427432432
0.05,1132,119.4008560180664,-8.869588874999996,129.1875,2.093787225021515e-05,0.02,1501584,2086,719,,
0.05,1133,116.8711929321289,-59.0339876875,91.375,2.1391069822129793e-05,0.02,1503046,2088,719,,
0.05,1134,124.3440170288086,5.989355812499996,118.3125,2.010550997511018e-05,0.02,1504939,2090,720,,
0.05,1135,144.3252716064453,-97.49130206250001,120.125,1.73219832504401e-05,0.02,1506861,2092,720,,
0.05,1136,112.4432601928711,-40.618419875,101.25,2.2233434719964862e-05,0.02,1508481,2094,720,,
0.05,1137,124.10144805908203,20.227438062499996,117.3125,2.014480924117379e-05,0.02,1510358,2096,720,,
0.05,1138,121.7746810913086,-2.9284008750000012,102.5625,2.0529718312900513e-05,0.02,1511999,2098,720,,
0.05,1139,96.5845947265625,-58.0800916875,106.0,2.5884044589474797e-05,0.02,1513695,2100,720,,
0.05,1140,89.89301300048828,-91.51210125,127.1875,2.7810838219011202e-05,0.02,1515730,2102,720,,
0.05,1141,148.7910614013672,-19.894385375,122.4375,1.6802085156086832e-05,0.02,1517689,2105,720,,
0.05,1142,109.8285903930664,-88.9793129375,149.125,2.276274244650267e-05,0.02,1520075,2108,721,,
0.05,1143,140.3931121826172,-26.104785937500004,114.8125,1.7807140466175042e-05,0.02,1521912,2110,721,,
0.05,1144,129.9024200439453,-33.272462375,129.4375,1.924521529872436e-05,0.02,1523983,2112,721,,
0.05,1145,69.31075286865234,-91.3592921875,91.25,3.606943937484175e-05,0.02,1525443,2113,721,,
0.05,1146,124.06269836425781,-38.7252588125,118.5,2.0151101125520654e-05,0.02,1527339,2116,721,,
0.05,1147,89.50263214111328,-47.237188812499994,117.125,2.793213934637606e-05,0.02,1529213,2118,721,,
0.05,1148,133.4328155517578,-68.32893612499998,102.625,1.873602013802156e-05,0.02,1530855,2119,722,,
0.05,1149,128.70880126953125,-13.398701500000003,158.4375,1.9423690901021473e-05,0.02,1533390,2123,722,,
0.05,1150,133.14401245117188,-95.8393808125,112.125,1.877665999927558e-05,0.02,1535184,2125,722,,
0.05,1151,111.38250732421875,-88.31208356249999,95.4375,2.244517600047402e-05,0.02,1536711,2127,722,,
0.05,1152,171.49050903320312,-74.637989375,106.5625,1.457806683902163e-05,0.02,1538416,2128,722,,
0.05,1153,169.5917510986328,-38.086834437499995,111.5,1.4741282939212397e-05,0.02,1540200,2130,722,,
0.05,1154,162.91903686523438,-38.749824749999995,112.875,1.5345045540016145e-05,0.02,1542006,2132,722,,
0.05,1155,72.4472427368164,-77.393540625,95.25,3.4507869713706896e-05,0.02,1543530,2134,723,,
0.05,1156,93.47112274169922,-10.658706999999998,120.875,2.67462291958509e-05,0.02,1545464,2136,723,,
0.05,1157,62.58135223388672,-60.765286687499994,102.375,3.9948001358425245e-05,0.02,1547102,2138,723,,
0.05,1158,118.96043395996094,-52.5532038125,128.9375,2.1015392121626064e-05,0.02,1549165,2141,723,,
0.05,1159,67.18045043945312,-62.941640937500004,102.0,3.7213205359876156e-05,0.02,1550797,2143,723,,
0.05,1160,65.88517761230469,-83.16264175,83.0625,3.794479926000349e-05,0.02,1552126,2144,723,,
0.05,1161,87.40682220458984,-49.0856714375,88.6875,2.8601885787793435e-05,0.02,1553545,2146,723,,
0.05,1162,66.18975830078125,-68.4331576875,88.625,3.7770194467157125e-05,0.02,1554963,2147,724,,
0.05,1163,66.76026153564453,-62.6074758125,80.5625,3.7447425711434335e-05,0.02,1556252,2148,724,,
0.05,1164,67.38004302978516,-63.032931687499996,80.625,3.710297460202128e-05,0.02,1557542,2150,724,,
0.05,1165,86.7222671508789,-77.9569135625,97.1875,2.882766057155095e-05,0.02,1559097,2151,724,,
0.05,1166,35.68037414550781,-85.7115076875,85.3125,7.006653322605416e-05,0.02,1560462,2153,724,,
0.05,1167,84.02825164794922,-24.530941437500005,91.9375,2.9751898182439618e-05,0.02,1561933,2154,724,,
0.05,1168,133.17987060546875,-54.12977812500001,109.75,1.8771605027723126e-05,0.02,1563689,2156,724,,
0.05,1169,103.92603302001953,-61.371084624999995,104.0,2.4055570975178853e-05,0.02,1565353,2158,725,,
0.05,1170,108.31279754638672,-61.741606,198.0625,2.3081296603777446e-05,0.02,1568522,2164,724,,
0.05,1171,125.69697570800781,-24.114083875,107.5625,1.9889101167791523e-05,0.02,1570243,2166,724,,
0.05,1172,139.97584533691406,6.246232375000002,120.375,1.786022403393872e-05,0.02,1572169,2168,724,,
0.05,1173,119.10997009277344,-57.213734625,101.5625,2.098900768032763e-05,0.02,1573794,2170,725,,
0.05,1174,135.85638427734375,5.2586811250000025,139.875,1.8401784473098814e-05,0.02,1576032,2173,725,,
0.05,1175,96.41970825195312,-93.30080393749999,105.875,2.5928307877620682e-05,0.02,1577726,2175,725,,
0.05,1176,94.31414031982422,-87.250079,97.875,2.6507157599553466e-05,0.02,1579292,2176,725,,
0.05,1177,98.80912780761719,-57.617722625,101.8125,2.5301305868197232e-05,0.02,1580921,2178,725,,
0.05,1178,93.96568298339844,-53.545823812500004,97.0625,2.6605457605910487e-05,0.02,1582474,2180,725,,
0.05,1179,77.91437530517578,-60.782113375,102.6875,3.2086503779282793e-05,0.02,1584117,2182,725,,
0.05,1180,92.11075592041016,-24.308736500000002,99.25,2.7141237296746112e-05,0.02,1585705,2183,726,,
0.05,1181,86.71530151367188,-75.23701181249999,95.25,2.882997432607226e-05,0.02,1587229,2185,726,,
0.05,1182,95.31449890136719,-52.396937,93.75,2.6228957722196355e-05,0.02,1588729,2187,726,,
0.05,1183,69.54979705810547,-74.0680965,95.25,3.5945467971032485e-05,0.02,1590253,2188,726,,
0.05,1184,126.75809478759766,-27.762276375,95.9375,1.9722605429706164e-05,0.02,1591788,2190,726,,
0.05,1185,105.89556884765625,-26.170237562499995,101.8125,2.3608163246535696e-05,0.02,1593417,2191,726,,
0.05,1186,104.7251205444336,-35.3628968125,97.3125,2.3872018573456444e-05,0.02,1594974,2193,727,,
0.05,1187,100.58444213867188,-4.2353218125000005,112.125,2.4854738512658514e-05,0.02,1596768,2195,727,,
0.05,1188,110.64842224121094,-37.0646101875,103.5625,2.25940857490059e-05,0.02,1598425,2197,727,,
,,,,,,,1600000,,,110.4,22.05805965165255
0.05,1189,98.55894470214844,-40.5001885625,123.3125,2.536553074605763e-05,0.02,1600398,2200,727,,
0.05,1190,71.3829116821289,-59.069772812500005,127.8125,3.502238541841507e-05,0.02,1602443,2202,727,,
0.05,1191,65.147216796875,-89.65019749999999,83.0,3.837462281808257e-05,0.02,1603771,2203,727,,
0.05,1192,58.72438430786133,-71.12648825,100.5,4.2571751691866666e-05,0.02,1605379,2205,727,,
0.05,1193,95.54476165771484,-74.88789575,87.9375,2.616574420244433e-05,0.02,1606786,2206,728,,
0.05,1194,101.17753601074219,-47.374728437499996,99.4375,2.47090429184027e-05,0.02,1608377,2208,728,,
0.05,1195,68.20925903320312,-59.235602875,95.125,3.6651916161645204e-05,0.02,1609899,2210,728,,
